Candidate_ID,Requisition_ID,Requisition_Fill_Start_Date,Outcome,Job,Job_Status,Recruiter,Hiring_Manager,Origin,Source,Current_Interview_Stage,Furthest_Stage_Reached,Archive_Reason,Offer_Decline_Category,Candidate_Application_Date,Candidate_Stage_1_Interview_Date,Candidate_Stage_2_Interview_Date,Candidate_Offer_Stage_Entered_Date,Candidate_Offer_Accept_Date,Candidate_Start_Date
CAND-000641,R-ENG-1001-JustKaizen-0215,03/17/2023,Archived,Senior Software Engineer,closed,Rebekah Gregory,Nathan Malone,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,04/12/2023,04/19/2023,,,,
CAND-000642,R-ENG-1001-JustKaizen-0216,04/28/2025,Hired,Senior QA Engineer,closed,Patricia Ray,John Pearson,referred,Referral,Hired,Hired,,,04/29/2025,05/06/2025,05/19/2025,05/31/2025,06/03/2025,06/30/2025
CAND-000643,R-ENG-1001-JustKaizen-0216,04/28/2025,Archived,Senior QA Engineer,closed,Patricia Ray,John Pearson,referred,Referral,Archived,Offer,Offer declined,Compensation,05/05/2025,05/12/2025,05/19/2025,05/26/2025,,
CAND-000644,R-ENG-1001-JustKaizen-0216,04/28/2025,Archived,Senior QA Engineer,closed,Patricia Ray,John Pearson,applied,Career Page,Archived,Recruiter Screen,Not qualified,,05/07/2025,05/14/2025,,,,
CAND-000645,R-ENG-1001-JustKaizen-0217,11/25/2024,Hired,QA Engineer,closed,Raymond Hayes,Shawn Decker,applied,LinkedIn,Hired,Hired,,,12/05/2024,12/15/2024,12/25/2024,12/30/2024,01/01/2025,01/15/2025
CAND-000646,R-ENG-1001-JustKaizen-0217,11/25/2024,Archived,QA Engineer,closed,Raymond Hayes,Shawn Decker,applied,Job Board,Archived,Applied,Not qualified,,12/17/2024,,,,,
CAND-000647,R-ENG-1001-JustKaizen-0218,07/09/2025,Hired,Senior Site Reliability Engineer,closed,April Powers,Nathan Malone,sourced,Talent Sourcer Outreach,Hired,Hired,,,07/15/2025,07/29/2025,08/10/2025,08/20/2025,08/23/2025,09/09/2025
CAND-000648,R-ENG-1001-JustKaizen-0218,07/09/2025,Archived,Senior Site Reliability Engineer,closed,April Powers,Nathan Malone,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,07/13/2025,07/20/2025,07/27/2025,,,
CAND-000649,R-ENG-1001-JustKaizen-0218,07/09/2025,Archived,Senior Site Reliability Engineer,closed,April Powers,Nathan Malone,applied,LinkedIn,Archived,Offer,Offer declined,Career Growth,07/23/2025,07/30/2025,08/06/2025,08/13/2025,,
CAND-000650,R-ENG-1001-JustKaizen-0219,11/14/2021,Hired,Associate AI/ML Engineer,closed,Kathleen Clark,Mark Green,applied,LinkedIn,Hired,Hired,,,11/20/2021,11/28/2021,12/12/2021,12/20/2021,12/27/2021,01/11/2022
CAND-000651,R-ENG-1001-JustKaizen-0219,11/14/2021,Archived,Associate AI/ML Engineer,closed,Kathleen Clark,Mark Green,referred,Referral,Archived,Recruiter Screen,Not qualified,,12/06/2021,12/13/2021,,,,
CAND-000652,R-ENG-1001-JustKaizen-0219,11/14/2021,Archived,Associate AI/ML Engineer,closed,Kathleen Clark,Mark Green,applied,Glassdoor,Archived,Offer,Offer declined,Career Growth,11/28/2021,12/05/2021,12/12/2021,12/19/2021,,
CAND-000653,R-ENG-1001-JustKaizen-0220,02/03/2022,Hired,AI/ML Engineer,closed,Rebekah Gregory,Curtis Collins,referred,Referral,Hired,Hired,,,02/16/2022,02/28/2022,03/13/2022,03/22/2022,03/24/2022,04/01/2022
CAND-000654,R-ENG-1001-JustKaizen-0220,02/03/2022,Archived,AI/ML Engineer,closed,Rebekah Gregory,Curtis Collins,sourced,LinkedIn,Archived,Onsite,Position filled,,02/14/2022,02/21/2022,02/28/2022,03/07/2022,,
CAND-000655,R-ENG-1001-JustKaizen-0220,02/03/2022,Archived,AI/ML Engineer,closed,Rebekah Gregory,Curtis Collins,agency,Agency,Archived,Offer,Offer declined,Personal,02/23/2022,03/02/2022,03/09/2022,03/16/2022,,
CAND-000656,R-ENG-1001-JustKaizen-0221,01/20/2023,Hired,Senior AI/ML Engineer,closed,Terri Moore,Nicole Wilson,referred,Referral,Hired,Hired,,,01/23/2023,02/03/2023,02/16/2023,02/25/2023,03/04/2023,03/14/2023
CAND-000657,R-ENG-1001-JustKaizen-0221,01/20/2023,Archived,Senior AI/ML Engineer,closed,Terri Moore,Nicole Wilson,referred,Referral,Archived,Recruiter Screen,Not qualified,,02/08/2023,02/15/2023,,,,
CAND-000658,R-ENG-1001-JustKaizen-0221,01/20/2023,Archived,Senior AI/ML Engineer,closed,Terri Moore,Nicole Wilson,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,01/25/2023,02/01/2023,02/08/2023,02/15/2023,,
CAND-000659,R-ENG-1001-JustKaizen-0222,10/06/2022,Hired,QA Engineer,closed,April Powers,Thomas Ellis,referred,Referral,Hired,Hired,,,10/16/2022,10/30/2022,11/09/2022,11/20/2022,11/25/2022,12/06/2022
CAND-000660,R-ENG-1001-JustKaizen-0222,10/06/2022,Archived,QA Engineer,closed,April Powers,Thomas Ellis,referred,Referral,Archived,Applied,Not qualified,,10/09/2022,,,,,
CAND-000661,R-ENG-1001-JustKaizen-0222,10/06/2022,Archived,QA Engineer,closed,April Powers,Thomas Ellis,applied,Glassdoor,Archived,Applied,Not qualified,,11/02/2022,,,,,
CAND-000662,R-ENG-1001-JustKaizen-0223,07/18/2023,Hired,Data Engineer,closed,John Hernandez,Christopher Phillips,referred,Referral,Hired,Hired,,,08/01/2023,08/10/2023,08/17/2023,08/25/2023,08/31/2023,09/07/2023
CAND-000663,R-ENG-1001-JustKaizen-0223,07/18/2023,Archived,Data Engineer,closed,John Hernandez,Christopher Phillips,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,08/17/2023,08/24/2023,,,,
CAND-000664,R-ENG-1001-JustKaizen-0223,07/18/2023,Archived,Data Engineer,closed,John Hernandez,Christopher Phillips,applied,Job Board,Archived,Applied,Not qualified,,08/08/2023,,,,,
CAND-000665,R-ENG-1001-JustKaizen-0223,07/18/2023,Archived,Data Engineer,closed,John Hernandez,Christopher Phillips,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,08/16/2023,08/23/2023,08/30/2023,,,
CAND-000666,R-ENG-1001-JustKaizen-0224,01/28/2023,Hired,Senior DevEx Engineer,closed,Tara Long,Bryan Dudley,applied,Job Board,Hired,Hired,,,02/11/2023,02/22/2023,03/07/2023,03/14/2023,03/17/2023,03/31/2023
CAND-000667,R-ENG-1001-JustKaizen-0224,01/28/2023,Archived,Senior DevEx Engineer,closed,Tara Long,Bryan Dudley,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,02/11/2023,02/18/2023,,,,
CAND-000668,R-ENG-1001-JustKaizen-0225,10/30/2019,Hired,Associate Software Engineer,closed,Kathleen Clark,Rhonda Lee,sourced,Talent Sourcer Outreach,Hired,Hired,,,10/31/2019,11/09/2019,11/20/2019,11/28/2019,12/05/2019,12/26/2019
CAND-000669,R-ENG-1001-JustKaizen-0225,10/30/2019,Archived,Associate Software Engineer,closed,Kathleen Clark,Rhonda Lee,applied,LinkedIn,Archived,Offer,Offer declined,Compensation,11/21/2019,11/28/2019,12/05/2019,12/12/2019,,
CAND-000670,R-ENG-1001-JustKaizen-0226,09/08/2020,Hired,DevEx Engineer,closed,Janice Jefferson,Jeffrey Carpenter,applied,Career Page,Hired,Hired,,,09/19/2020,10/03/2020,10/15/2020,10/25/2020,10/31/2020,11/05/2020
CAND-000671,R-ENG-1001-JustKaizen-0226,09/08/2020,Archived,DevEx Engineer,closed,Janice Jefferson,Jeffrey Carpenter,referred,Referral,Archived,Phone Screen,Not qualified,,09/30/2020,10/07/2020,10/14/2020,,,
CAND-000672,R-ENG-1001-JustKaizen-0226,09/08/2020,Archived,DevEx Engineer,closed,Janice Jefferson,Jeffrey Carpenter,referred,Referral,Archived,Phone Screen,Not qualified,,09/13/2020,09/20/2020,09/27/2020,,,
CAND-000673,R-ENG-1001-JustKaizen-0226,09/08/2020,Archived,DevEx Engineer,closed,Janice Jefferson,Jeffrey Carpenter,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,10/03/2020,10/10/2020,10/17/2020,,,
CAND-000674,R-ENG-1001-JustKaizen-0227,07/22/2021,Hired,Site Reliability Engineer,closed,Rebekah Gregory,Shawn Edwards,sourced,Talent Sourcer Outreach,Hired,Hired,,,07/23/2021,08/02/2021,08/12/2021,08/19/2021,08/25/2021,09/11/2021
CAND-000675,R-ENG-1001-JustKaizen-0227,07/22/2021,Archived,Site Reliability Engineer,closed,Rebekah Gregory,Shawn Edwards,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,07/23/2021,07/30/2021,,,,
CAND-000676,R-ENG-1001-JustKaizen-0228,12/19/2020,Hired,Senior QA Engineer,closed,Kathleen Clark,William Simpson,applied,Job Board,Hired,Hired,,,01/01/2021,01/11/2021,01/19/2021,01/24/2021,01/30/2021,02/15/2021
CAND-000677,R-ENG-1001-JustKaizen-0228,12/19/2020,Archived,Senior QA Engineer,closed,Kathleen Clark,William Simpson,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,12/27/2020,01/03/2021,01/10/2021,,,
CAND-000678,R-ENG-1001-JustKaizen-0229,02/20/2021,Hired,Associate Software Engineer,closed,Kathleen Clark,Ruth Evans,agency,Agency,Hired,Hired,,,03/04/2021,03/18/2021,04/01/2021,04/09/2021,04/14/2021,04/17/2021
CAND-000679,R-ENG-1001-JustKaizen-0229,02/20/2021,Archived,Associate Software Engineer,closed,Kathleen Clark,Ruth Evans,applied,Glassdoor,Archived,Applied,Not qualified,,03/04/2021,,,,,
CAND-000680,R-ENG-1001-JustKaizen-0229,02/20/2021,Archived,Associate Software Engineer,closed,Kathleen Clark,Ruth Evans,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,03/03/2021,03/10/2021,03/17/2021,03/24/2021,,
CAND-000681,R-ENG-1001-JustKaizen-0230,06/17/2020,Hired,Senior DevEx Engineer,closed,Janice Jefferson,Christopher Pierce,applied,Job Board,Hired,Hired,,,06/26/2020,07/04/2020,07/15/2020,07/27/2020,07/29/2020,08/13/2020
CAND-000682,R-ENG-1001-JustKaizen-0230,06/17/2020,Archived,Senior DevEx Engineer,closed,Janice Jefferson,Christopher Pierce,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,06/21/2020,06/28/2020,07/05/2020,,,
CAND-000683,R-ENG-1001-JustKaizen-0231,08/11/2022,Hired,Associate AI/ML Engineer,closed,Janice Jefferson,Joshua Adkins,sourced,LinkedIn,Hired,Hired,,,08/21/2022,09/01/2022,09/10/2022,09/22/2022,09/29/2022,10/07/2022
CAND-000684,R-ENG-1001-JustKaizen-0231,08/11/2022,Archived,Associate AI/ML Engineer,closed,Janice Jefferson,Joshua Adkins,applied,Career Page,Archived,Applied,Not qualified,,08/23/2022,,,,,
CAND-000685,R-ENG-1001-JustKaizen-0232,03/04/2024,Hired,Associate DevEx Engineer,closed,April Powers,Jennifer Soto,applied,Job Board,Hired,Hired,,,03/18/2024,03/28/2024,04/07/2024,04/12/2024,04/17/2024,04/26/2024
CAND-000686,R-ENG-1001-JustKaizen-0232,03/04/2024,Archived,Associate DevEx Engineer,closed,April Powers,Jennifer Soto,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,03/21/2024,03/28/2024,,,,
CAND-000687,R-ENG-1001-JustKaizen-0233,12/26/2021,Hired,DevEx Engineer,closed,Kathleen Clark,Nicholas Edwards,referred,Referral,Hired,Hired,,,12/30/2021,01/09/2022,01/17/2022,01/24/2022,01/30/2022,02/23/2022
CAND-000688,R-ENG-1001-JustKaizen-0233,12/26/2021,Archived,DevEx Engineer,closed,Kathleen Clark,Nicholas Edwards,referred,Referral,Archived,Applied,Not qualified,,01/10/2022,,,,,
CAND-000689,R-ENG-1001-JustKaizen-0233,12/26/2021,Archived,DevEx Engineer,closed,Kathleen Clark,Nicholas Edwards,referred,Referral,Archived,Onsite,Position filled,,12/31/2021,01/07/2022,01/14/2022,01/21/2022,,
CAND-000690,R-ENG-1001-JustKaizen-0233,12/26/2021,Archived,DevEx Engineer,closed,Kathleen Clark,Nicholas Edwards,applied,LinkedIn,Archived,Phone Screen,Not qualified,,01/14/2022,01/21/2022,01/28/2022,,,
CAND-000691,R-ENG-1001-JustKaizen-0234,12/19/2024,Hired,Senior Software Engineer,closed,Sean Jones,Bryan Dudley,sourced,LinkedIn,Hired,Hired,,,12/24/2024,01/02/2025,01/10/2025,01/16/2025,01/21/2025,02/17/2025
CAND-000692,R-ENG-1001-JustKaizen-0234,12/19/2024,Archived,Senior Software Engineer,closed,Sean Jones,Bryan Dudley,applied,LinkedIn,Archived,Onsite,Position filled,,12/21/2024,12/28/2024,01/04/2025,01/11/2025,,
CAND-000693,R-ENG-1001-JustKaizen-0234,12/19/2024,Archived,Senior Software Engineer,closed,Sean Jones,Bryan Dudley,referred,Referral,Archived,Applied,Not qualified,,01/08/2025,,,,,
CAND-000694,R-ENG-1001-JustKaizen-0234,12/19/2024,Archived,Senior Software Engineer,closed,Sean Jones,Bryan Dudley,applied,Job Board,Archived,Phone Screen,Not qualified,,01/15/2025,01/22/2025,01/29/2025,,,
CAND-000695,R-ENG-1001-JustKaizen-0235,10/06/2023,Hired,AI/ML Engineer,closed,John Hernandez,Mary Foster,sourced,LinkedIn,Hired,Hired,,,10/13/2023,10/24/2023,11/04/2023,11/13/2023,11/16/2023,12/01/2023
CAND-000696,R-ENG-1001-JustKaizen-0235,10/06/2023,Archived,AI/ML Engineer,closed,John Hernandez,Mary Foster,referred,Referral,Archived,Applied,Not qualified,,10/25/2023,,,,,
CAND-000697,R-ENG-1001-JustKaizen-0235,10/06/2023,Archived,AI/ML Engineer,closed,John Hernandez,Mary Foster,applied,LinkedIn,Archived,Applied,Not qualified,,10/29/2023,,,,,
CAND-000698,R-ENG-1001-JustKaizen-0235,10/06/2023,Archived,AI/ML Engineer,closed,John Hernandez,Mary Foster,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,10/27/2023,11/03/2023,,,,
CAND-000699,R-ENG-1001-JustKaizen-0236,08/10/2023,Hired,Associate Data Engineer,closed,Tara Long,Aaron Wise,agency,Agency,Hired,Hired,,,08/17/2023,08/27/2023,09/08/2023,09/15/2023,09/20/2023,10/04/2023
CAND-000700,R-ENG-1001-JustKaizen-0236,08/10/2023,Archived,Associate Data Engineer,closed,Tara Long,Aaron Wise,referred,Referral,Archived,Offer,Offer declined,Location,09/09/2023,09/16/2023,09/23/2023,09/30/2023,,
CAND-000701,R-ENG-1001-JustKaizen-0236,08/10/2023,Archived,Associate Data Engineer,closed,Tara Long,Aaron Wise,referred,Referral,Archived,Offer,Offer declined,Accepted Other Offer,08/12/2023,08/19/2023,08/26/2023,09/02/2023,,
CAND-000702,R-ENG-1001-JustKaizen-0237,07/15/2023,Hired,Senior Data Engineer,closed,Michelle Wilson,Frank Wright,sourced,Talent Sourcer Outreach,Hired,Hired,,,07/19/2023,07/26/2023,08/02/2023,08/07/2023,08/13/2023,09/09/2023
CAND-000703,R-ENG-1001-JustKaizen-0237,07/15/2023,Archived,Senior Data Engineer,closed,Michelle Wilson,Frank Wright,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,07/22/2023,07/29/2023,,,,
CAND-000704,R-ENG-1001-JustKaizen-0238,09/05/2023,Hired,Security Engineer,closed,Patricia Ray,Lori Hill,sourced,Talent Sourcer Outreach,Hired,Hired,,,09/16/2023,09/30/2023,10/14/2023,10/24/2023,10/28/2023,11/04/2023
CAND-000705,R-ENG-1001-JustKaizen-0238,09/05/2023,Archived,Security Engineer,closed,Patricia Ray,Lori Hill,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,09/21/2023,09/28/2023,,,,
CAND-000706,R-ENG-1001-JustKaizen-0238,09/05/2023,Archived,Security Engineer,closed,Patricia Ray,Lori Hill,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,09/20/2023,,,,,
CAND-000707,R-ENG-1001-JustKaizen-0239,12/05/2025,Hired,Infrastructure Engineer,closed,Janice Jefferson,Justin Cohen,applied,Glassdoor,Hired,Hired,,,12/16/2025,12/26/2025,01/05/2026,01/12/2026,01/19/2026,01/31/2026
CAND-000708,R-ENG-1001-JustKaizen-0239,12/05/2025,Archived,Infrastructure Engineer,closed,Janice Jefferson,Justin Cohen,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Location,01/02/2026,01/09/2026,01/16/2026,01/23/2026,,
CAND-000709,R-ENG-1001-JustKaizen-0239,12/05/2025,Archived,Infrastructure Engineer,closed,Janice Jefferson,Justin Cohen,agency,Agency,Archived,Phone Screen,Not qualified,,12/16/2025,12/23/2025,12/30/2025,,,
CAND-000710,R-ENG-1001-JustKaizen-0240,05/13/2022,Hired,Senior AI/ML Engineer,closed,Kathleen Clark,Peter Harris,referred,Referral,Hired,Hired,,,05/15/2022,05/29/2022,06/10/2022,06/22/2022,06/25/2022,07/15/2022
CAND-000711,R-ENG-1001-JustKaizen-0240,05/13/2022,Archived,Senior AI/ML Engineer,closed,Kathleen Clark,Peter Harris,internal,Internal,Archived,Offer,Offer declined,Location,06/09/2022,06/16/2022,06/23/2022,06/30/2022,,
CAND-000712,R-ENG-1001-JustKaizen-0240,05/13/2022,Archived,Senior AI/ML Engineer,closed,Kathleen Clark,Peter Harris,applied,Glassdoor,Archived,Offer,Offer declined,Career Growth,05/26/2022,06/02/2022,06/09/2022,06/16/2022,,
CAND-000713,R-ENG-1001-JustKaizen-0241,10/22/2021,Hired,Software Engineer,closed,Anna Briggs,Robert Keith,referred,Referral,Hired,Hired,,,11/01/2021,11/14/2021,11/26/2021,12/07/2021,12/09/2021,12/22/2021
CAND-000714,R-ENG-1001-JustKaizen-0241,10/22/2021,Archived,Software Engineer,closed,Anna Briggs,Robert Keith,agency,Agency,Archived,Recruiter Screen,Not qualified,,11/14/2021,11/21/2021,,,,
CAND-000715,R-ENG-1001-JustKaizen-0242,12/05/2025,Hired,Infrastructure Engineer,closed,April Powers,Stefanie Sanchez,referred,Referral,Hired,Hired,,,12/08/2025,12/21/2025,01/01/2026,01/10/2026,01/17/2026,02/07/2026
CAND-000716,R-ENG-1001-JustKaizen-0242,12/05/2025,Archived,Infrastructure Engineer,closed,April Powers,Stefanie Sanchez,applied,LinkedIn,Archived,Recruiter Screen,Not qualified,,12/11/2025,12/18/2025,,,,
CAND-000717,R-ENG-1001-JustKaizen-0243,12/15/2025,Hired,Security Engineer,closed,John Hernandez,Thomas Ellis,applied,Job Board,Hired,Hired,,,12/21/2025,01/02/2026,01/16/2026,01/26/2026,02/02/2026,02/13/2026
CAND-000718,R-ENG-1001-JustKaizen-0243,12/15/2025,Archived,Security Engineer,closed,John Hernandez,Thomas Ellis,sourced,LinkedIn,Archived,Onsite,Position filled,,12/31/2025,01/07/2026,01/14/2026,01/21/2026,,
CAND-000719,R-ENG-1001-JustKaizen-0244,10/29/2021,Hired,Senior DevEx Engineer,closed,Anna Briggs,Cody Robinson,applied,Career Page,Hired,Hired,,,11/03/2021,11/12/2021,11/25/2021,12/04/2021,12/07/2021,12/31/2021
CAND-000720,R-ENG-1001-JustKaizen-0244,10/29/2021,Archived,Senior DevEx Engineer,closed,Anna Briggs,Cody Robinson,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Compensation,10/31/2021,11/07/2021,11/14/2021,11/21/2021,,
CAND-000721,R-ENG-1001-JustKaizen-0245,11/14/2025,Hired,Infrastructure Engineer,closed,Patricia Ray,Mary Foster,referred,Referral,Hired,Hired,,,11/17/2025,11/26/2025,12/04/2025,12/09/2025,12/15/2025,01/10/2026
CAND-000722,R-ENG-1001-JustKaizen-0245,11/14/2025,Archived,Infrastructure Engineer,closed,Patricia Ray,Mary Foster,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,11/24/2025,12/01/2025,,,,
CAND-000723,R-ENG-1001-JustKaizen-0245,11/14/2025,Archived,Infrastructure Engineer,closed,Patricia Ray,Mary Foster,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,12/04/2025,12/11/2025,12/18/2025,,,
CAND-000724,R-ENG-1001-JustKaizen-0245,11/14/2025,Archived,Infrastructure Engineer,closed,Patricia Ray,Mary Foster,applied,Job Board,Archived,Onsite,Position filled,,12/03/2025,12/10/2025,12/17/2025,12/24/2025,,
CAND-000725,R-ENG-1001-JustKaizen-0246,12/05/2025,Hired,Senior Data Engineer,closed,Kathleen Clark,Joshua Pennington,sourced,LinkedIn,Hired,Hired,,,12/13/2025,12/26/2025,01/07/2026,01/15/2026,01/21/2026,01/28/2026
CAND-000726,R-ENG-1001-JustKaizen-0246,12/05/2025,Archived,Senior Data Engineer,closed,Kathleen Clark,Joshua Pennington,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,12/27/2025,01/03/2026,01/10/2026,,,
CAND-000727,R-ENG-1001-JustKaizen-0247,05/19/2022,Hired,Security Engineer,closed,Tara Long,Zachary Rice,sourced,LinkedIn,Hired,Hired,,,05/20/2022,06/03/2022,06/12/2022,06/21/2022,06/25/2022,07/23/2022
CAND-000728,R-ENG-1001-JustKaizen-0247,05/19/2022,Archived,Security Engineer,closed,Tara Long,Zachary Rice,internal,Internal,Archived,Phone Screen,Not qualified,,06/08/2022,06/15/2022,06/22/2022,,,
CAND-000729,R-ENG-1001-JustKaizen-0247,05/19/2022,Archived,Security Engineer,closed,Tara Long,Zachary Rice,referred,Referral,Archived,Applied,Not qualified,,06/02/2022,,,,,
CAND-000730,R-ENG-1001-JustKaizen-0248,06/03/2022,Hired,Software Engineer,closed,Janice Jefferson,Laura Jackson,applied,Glassdoor,Hired,Hired,,,06/12/2022,06/21/2022,07/03/2022,07/08/2022,07/14/2022,08/01/2022
CAND-000731,R-ENG-1001-JustKaizen-0248,06/03/2022,Archived,Software Engineer,closed,Janice Jefferson,Laura Jackson,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,06/29/2022,07/06/2022,07/13/2022,07/20/2022,,
CAND-000732,R-ENG-1001-JustKaizen-0248,06/03/2022,Archived,Software Engineer,closed,Janice Jefferson,Laura Jackson,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,06/29/2022,07/06/2022,,,,
CAND-000733,R-ENG-1001-JustKaizen-0249,12/24/2020,Hired,Senior AI/ML Engineer,closed,Rebekah Gregory,Amanda Reynolds,sourced,LinkedIn,Hired,Hired,,,12/28/2020,01/06/2021,01/18/2021,01/30/2021,02/06/2021,02/24/2021
CAND-000734,R-ENG-1001-JustKaizen-0249,12/24/2020,Archived,Senior AI/ML Engineer,closed,Rebekah Gregory,Amanda Reynolds,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,01/16/2021,01/23/2021,01/30/2021,02/06/2021,,
CAND-000735,R-ENG-1001-JustKaizen-0249,12/24/2020,Archived,Senior AI/ML Engineer,closed,Rebekah Gregory,Amanda Reynolds,agency,Agency,Archived,Applied,Not qualified,,01/09/2021,,,,,
CAND-000736,R-ENG-1001-JustKaizen-0249,12/24/2020,Archived,Senior AI/ML Engineer,closed,Rebekah Gregory,Amanda Reynolds,referred,Referral,Archived,Recruiter Screen,Not qualified,,01/08/2021,01/15/2021,,,,
CAND-000737,R-ENG-1001-JustKaizen-0250,06/04/2022,Hired,AI/ML Engineer,closed,Jillian Wilson,Thomas Ellis,referred,Referral,Hired,Hired,,,06/09/2022,06/20/2022,07/03/2022,07/14/2022,07/19/2022,07/30/2022
CAND-000738,R-ENG-1001-JustKaizen-0250,06/04/2022,Archived,AI/ML Engineer,closed,Jillian Wilson,Thomas Ellis,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,06/24/2022,07/01/2022,07/08/2022,07/15/2022,,
CAND-000739,R-ENG-1001-JustKaizen-0251,01/22/2022,Hired,Data Engineer,closed,Janice Jefferson,Thomas Ellis,sourced,Talent Sourcer Outreach,Hired,Hired,,,02/05/2022,02/18/2022,02/27/2022,03/10/2022,03/17/2022,03/15/2022
CAND-000740,R-ENG-1001-JustKaizen-0251,01/22/2022,Archived,Data Engineer,closed,Janice Jefferson,Thomas Ellis,referred,Referral,Archived,Recruiter Screen,Not qualified,,02/11/2022,02/18/2022,,,,
CAND-000741,R-ENG-1001-JustKaizen-0251,01/22/2022,Archived,Data Engineer,closed,Janice Jefferson,Thomas Ellis,applied,Job Board,Archived,Phone Screen,Not qualified,,02/11/2022,02/18/2022,02/25/2022,,,
CAND-000742,R-ENG-1001-JustKaizen-0252,03/29/2023,Hired,Senior Data Engineer,closed,Jillian Wilson,Shelia Johnson,referred,Referral,Hired,Hired,,,03/31/2023,04/13/2023,04/25/2023,05/06/2023,05/08/2023,05/18/2023
CAND-000743,R-ENG-1001-JustKaizen-0252,03/29/2023,Archived,Senior Data Engineer,closed,Jillian Wilson,Shelia Johnson,applied,Career Page,Archived,Offer,Offer declined,Personal,04/26/2023,05/03/2023,05/10/2023,05/17/2023,,
CAND-000744,R-ENG-1001-JustKaizen-0253,10/26/2025,Hired,Associate QA Engineer,closed,John Hernandez,Steven Clark,referred,Referral,Hired,Hired,,,11/09/2025,11/17/2025,11/27/2025,12/02/2025,12/04/2025,12/22/2025
CAND-000745,R-ENG-1001-JustKaizen-0253,10/26/2025,Archived,Associate QA Engineer,closed,John Hernandez,Steven Clark,referred,Referral,Archived,Onsite,Position filled,,11/11/2025,11/18/2025,11/25/2025,12/02/2025,,
CAND-000746,R-ENG-1001-JustKaizen-0253,10/26/2025,Archived,Associate QA Engineer,closed,John Hernandez,Steven Clark,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,11/16/2025,11/23/2025,,,,
CAND-000747,R-ENG-1001-JustKaizen-0254,04/10/2024,Hired,Software Engineer,closed,John Hernandez,Shane Garrison,agency,Agency,Hired,Hired,,,04/21/2024,04/28/2024,05/06/2024,05/13/2024,05/16/2024,06/14/2024
CAND-000748,R-ENG-1001-JustKaizen-0254,04/10/2024,Archived,Software Engineer,closed,John Hernandez,Shane Garrison,applied,Glassdoor,Archived,Applied,Not qualified,,04/17/2024,,,,,
CAND-000749,R-ENG-1001-JustKaizen-0254,04/10/2024,Archived,Software Engineer,closed,John Hernandez,Shane Garrison,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,04/16/2024,,,,,
CAND-000750,R-ENG-1001-JustKaizen-0254,04/10/2024,Archived,Software Engineer,closed,John Hernandez,Shane Garrison,applied,LinkedIn,Archived,Offer,Offer declined,Compensation,04/18/2024,04/25/2024,05/02/2024,05/09/2024,,
CAND-000751,R-ENG-1001-JustKaizen-0255,07/23/2023,Hired,Senior Data Engineer,closed,John Hernandez,Donald Davenport,applied,Career Page,Hired,Hired,,,07/27/2023,08/06/2023,08/19/2023,08/27/2023,09/03/2023,09/22/2023
CAND-000752,R-ENG-1001-JustKaizen-0255,07/23/2023,Archived,Senior Data Engineer,closed,John Hernandez,Donald Davenport,referred,Referral,Archived,Recruiter Screen,Not qualified,,07/26/2023,08/02/2023,,,,
CAND-000753,R-ENG-1001-JustKaizen-0256,07/14/2022,Hired,Senior Data Engineer,closed,Kimberly Williams,Amanda Reynolds,applied,LinkedIn,Hired,Hired,,,07/16/2022,07/29/2022,08/12/2022,08/19/2022,08/21/2022,09/17/2022
CAND-000754,R-ENG-1001-JustKaizen-0256,07/14/2022,Archived,Senior Data Engineer,closed,Kimberly Williams,Amanda Reynolds,applied,Job Board,Archived,Applied,Not qualified,,08/03/2022,,,,,
