employee_id,effective_date,change_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_job_title,new_job_title,old_manager_id,new_manager_id
cmorris@justkaizen.com,05/06/2022,Hire,,Engineering,,Platform,,M1,,Platform Manager,,ebrooks@justkaizen.com
cmorris@justkaizen.com,07/26/2023,Promotion,Engineering,Engineering,Platform,Platform,P3,M1,Senior Software Engineer,Platform Manager,ebrooks@justkaizen.com,ebrooks@justkaizen.com
cwilliams2@justkaizen.com,01/19/2022,Hire,,Engineering,,DevOps & SRE,,M1,,DevOps & SRE Manager,,sharvey@justkaizen.com
pfox@justkaizen.com,02/14/2021,Hire,,Engineering,,AI/ML,,M2,,Senior AI/ML Manager,,ctaylor@justkaizen.com
pfox@justkaizen.com,01/28/2023,Promotion,Engineering,Engineering,AI/ML,AI/ML,M1,M2,AI/ML Manager,Senior AI/ML Manager,ctaylor@justkaizen.com,ctaylor@justkaizen.com
nalvarez@justkaizen.com,12/21/2022,Hire,,Engineering,,Developer Experience,,M1,,Developer Experience Manager,,nwhitney@justkaizen.com
rpalmer@justkaizen.com,06/15/2023,Hire,,Engineering,,AI/ML,,M2,,Senior AI/ML Manager,,mmason@justkaizen.com
bgordon@justkaizen.com,05/20/2020,Hire,,Engineering,,Platform,,M2,,Senior Platform Manager,,ctaylor@justkaizen.com
bgordon@justkaizen.com,02/18/2021,Promotion,Engineering,Engineering,Platform,Platform,M1,M2,Platform Manager,Senior Platform Manager,ctaylor@justkaizen.com,ctaylor@justkaizen.com
twilliams@justkaizen.com,02/14/2022,Hire,,Engineering,,DevOps & SRE,,M2,,Senior DevOps & SRE Manager,,cjames@justkaizen.com
twilliams@justkaizen.com,07/24/2023,Promotion,Engineering,Engineering,DevOps & SRE,DevOps & SRE,M1,M2,DevOps & SRE Manager,Senior DevOps & SRE Manager,cjames@justkaizen.com,cjames@justkaizen.com
rcamacho@justkaizen.com,11/08/2021,Hire,,Engineering,,DevOps & SRE,,M2,,Senior DevOps & SRE Manager,,rvillegas@justkaizen.com
rcamacho@justkaizen.com,01/02/2023,Promotion,Engineering,Engineering,DevOps & SRE,DevOps & SRE,P3,M1,Senior Site Reliability Engineer,DevOps & SRE Manager,rvillegas@justkaizen.com,rvillegas@justkaizen.com
rcamacho@justkaizen.com,01/20/2024,Promotion,Engineering,Engineering,DevOps & SRE,DevOps & SRE,M1,M2,DevOps & SRE Manager,Senior DevOps & SRE Manager,rvillegas@justkaizen.com,rvillegas@justkaizen.com
jellis@justkaizen.com,11/10/2024,Hire,,Engineering,,Infrastructure,,M2,,Senior Infrastructure Manager,,jthomas@justkaizen.com
vbrown@justkaizen.com,04/10/2021,Hire,,Engineering,,AI/ML,,M1,,AI/ML Manager,,rdavis2@justkaizen.com
tmorales@justkaizen.com,11/11/2024,Hire,,Engineering,,Platform,,M1,,Platform Manager,,evang@justkaizen.com
mhenry2@justkaizen.com,05/11/2022,Hire,,Engineering,,Infrastructure,,M1,,Infrastructure Manager,,wbarrett@justkaizen.com
mhenry2@justkaizen.com,11/02/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,P3,M1,Senior Infrastructure Engineer,Infrastructure Manager,wbarrett@justkaizen.com,wbarrett@justkaizen.com
tjones@justkaizen.com,12/18/2018,Hire,,Engineering,,QA,,M1,,QA Manager,,rcamacho@justkaizen.com
afranklin@justkaizen.com,09/03/2022,Hire,,Engineering,,Developer Experience,,M2,,Senior Developer Experience Manager,,kaguirre@justkaizen.com
ahill@justkaizen.com,10/02/2022,Hire,,Engineering,,Data Engineering,,M1,,Data Engineering Manager,,nschmitt@justkaizen.com
mkelley@justkaizen.com,09/23/2020,Hire,,Engineering,,Platform,,M1,,Platform Manager,,ebrooks@justkaizen.com
mkelley@justkaizen.com,11/25/2021,Promotion,Engineering,Engineering,Platform,Platform,P3,M1,Senior Software Engineer,Platform Manager,ebrooks@justkaizen.com,ebrooks@justkaizen.com
evang@justkaizen.com,06/19/2022,Hire,,Engineering,,Developer Experience,,M2,,Senior Developer Experience Manager,,jthomas@justkaizen.com
evang@justkaizen.com,11/05/2023,Promotion,Engineering,Engineering,Developer Experience,Developer Experience,M1,M2,Developer Experience Manager,Senior Developer Experience Manager,jthomas@justkaizen.com,jthomas@justkaizen.com
jchavez@justkaizen.com,01/16/2021,Hire,,Engineering,,Platform,,M2,,Senior Platform Manager,,aburgess@justkaizen.com
jchavez@justkaizen.com,08/30/2021,Promotion,Engineering,Engineering,Platform,Platform,M1,M2,Platform Manager,Senior Platform Manager,aburgess@justkaizen.com,aburgess@justkaizen.com
lgarcia@justkaizen.com,06/06/2024,Hire,,Engineering,,AI/ML,,M1,,AI/ML Manager,,dscott@justkaizen.com
mfarrell@justkaizen.com,05/02/2022,Hire,,Engineering,,AI/ML,,M1,,AI/ML Manager,,aballard@justkaizen.com
mmack@justkaizen.com,02/17/2023,Hire,,Engineering,,AI/ML,,M2,,Senior AI/ML Manager,,saustin@justkaizen.com
mmack@justkaizen.com,10/06/2023,Promotion,Engineering,Engineering,AI/ML,AI/ML,P3,M1,Senior AI/ML Engineer,AI/ML Manager,saustin@justkaizen.com,saustin@justkaizen.com
mmack@justkaizen.com,07/20/2024,Promotion,Engineering,Engineering,AI/ML,AI/ML,M1,M2,AI/ML Manager,Senior AI/ML Manager,saustin@justkaizen.com,saustin@justkaizen.com
mlewis@justkaizen.com,09/05/2021,Hire,,Engineering,,Platform,,M1,,Platform Manager,,kyoung@justkaizen.com
mlewis@justkaizen.com,05/23/2023,Promotion,Engineering,Engineering,Platform,Platform,P3,M1,Senior Software Engineer,Platform Manager,kyoung@justkaizen.com,kyoung@justkaizen.com
jperez@justkaizen.com,09/21/2024,Hire,,Engineering,,Infrastructure,,M2,,Senior Infrastructure Manager,,asmith@justkaizen.com
gchavez@justkaizen.com,09/25/2023,Hire,,Engineering,,AI/ML,,M2,,Senior AI/ML Manager,,dmurphy2@justkaizen.com
jdavis2@justkaizen.com,06/19/2024,Hire,,Engineering,,AI/ML,,M1,,AI/ML Manager,,dbrown@justkaizen.com
jortega@justkaizen.com,04/18/2022,Hire,,Engineering,,Platform,,M1,,Platform Manager,,jherman@justkaizen.com
jortega@justkaizen.com,08/30/2023,Promotion,Engineering,Engineering,Platform,Platform,P3,M1,Senior Software Engineer,Platform Manager,jherman@justkaizen.com,jherman@justkaizen.com
jhernandez@justkaizen.com,03/02/2022,Hire,,Engineering,,Platform,,M1,,Platform Manager,,pfox@justkaizen.com
tjones2@justkaizen.com,02/22/2022,Hire,,Engineering,,Infrastructure,,M2,,Senior Infrastructure Manager,,cjames@justkaizen.com
tjones2@justkaizen.com,08/30/2022,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M1,M2,Infrastructure Manager,Senior Infrastructure Manager,cjames@justkaizen.com,cjames@justkaizen.com
rdavis2@justkaizen.com,06/08/2020,Hire,,Engineering,,Security,,M2,,Senior Security Manager,,awilliams@justkaizen.com
rdavis2@justkaizen.com,10/20/2022,Promotion,Engineering,Engineering,Security,Security,M1,M2,Security Manager,Senior Security Manager,awilliams@justkaizen.com,awilliams@justkaizen.com
brodgers@justkaizen.com,12/12/2022,Hire,,Engineering,,Infrastructure,,M1,,Infrastructure Manager,,ahenson@justkaizen.com
brodgers@justkaizen.com,02/07/2024,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,P3,M1,Senior Infrastructure Engineer,Infrastructure Manager,ahenson@justkaizen.com,ahenson@justkaizen.com
rhawkins@justkaizen.com,10/31/2023,Hire,,Engineering,,Security,,M2,,Senior Security Manager,,dmurphy2@justkaizen.com
rhawkins@justkaizen.com,07/16/2024,Promotion,Engineering,Engineering,Security,Security,M1,M2,Security Manager,Senior Security Manager,dmurphy2@justkaizen.com,dmurphy2@justkaizen.com
lhoffman@justkaizen.com,04/12/2021,Hire,,Engineering,,Security,,M1,,Security Manager,,mmack@justkaizen.com
gmartinez@justkaizen.com,08/27/2023,Hire,,Engineering,,Data Engineering,,M2,,Senior Data Engineering Manager,,lcollier@justkaizen.com
gmartinez@justkaizen.com,03/22/2024,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,P3,M1,Senior Data Engineer,Data Engineering Manager,lcollier@justkaizen.com,lcollier@justkaizen.com
gmartinez@justkaizen.com,08/08/2024,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M1,M2,Data Engineering Manager,Senior Data Engineering Manager,lcollier@justkaizen.com,lcollier@justkaizen.com
hortega@justkaizen.com,06/07/2020,Hire,,Engineering,,Developer Experience,,M1,,Developer Experience Manager,,ebrooks@justkaizen.com
pparrish@justkaizen.com,11/12/2021,Hire,,Engineering,,AI/ML,,M1,,AI/ML Manager,,twilliams@justkaizen.com
nschmitt@justkaizen.com,06/16/2021,Hire,,Engineering,,Data Engineering,,M2,,Senior Data Engineering Manager,,mmason@justkaizen.com
nschmitt@justkaizen.com,04/29/2023,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M1,M2,Data Engineering Manager,Senior Data Engineering Manager,mmason@justkaizen.com,mmason@justkaizen.com
kbell@justkaizen.com,03/29/2021,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,ryoung@justkaizen.com
kbell@justkaizen.com,10/30/2021,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
kbell@justkaizen.com,07/24/2022,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
klewis@justkaizen.com,06/15/2024,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,plewis@justkaizen.com
mwalker2@justkaizen.com,05/05/2021,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,dwhite@justkaizen.com
mwalker2@justkaizen.com,03/12/2022,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",dwhite@justkaizen.com,dwhite@justkaizen.com
bbruce@justkaizen.com,08/11/2022,Hire,,Engineering,,Infrastructure,,M4,,"Senior Director, Infrastructure",,mthompson@justkaizen.com
bbruce@justkaizen.com,12/08/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M3,M4,"Director, Infrastructure","Senior Director, Infrastructure",mthompson@justkaizen.com,mthompson@justkaizen.com
jfarmer@justkaizen.com,12/31/2023,Hire,,Engineering,,AI/ML,,M4,,"Senior Director, AI/ML",,pwolf@justkaizen.com
kaguirre@justkaizen.com,03/31/2024,Hire,,Engineering,,AI/ML,,M3,,"Director, AI/ML",,mwilliams@justkaizen.com
rvillegas@justkaizen.com,06/16/2024,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,cwilliamson@justkaizen.com
saustin@justkaizen.com,11/21/2024,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,plewis@justkaizen.com
mjohnson4@justkaizen.com,08/17/2022,Hire,,Engineering,,QA,,M3,,"Director, QA",,rbradley@justkaizen.com
mjohnson4@justkaizen.com,03/17/2023,Promotion,Engineering,Engineering,QA,QA,M1,M2,QA Manager,Senior QA Manager,rbradley@justkaizen.com,rbradley@justkaizen.com
mjohnson4@justkaizen.com,09/19/2023,Promotion,Engineering,Engineering,QA,QA,M2,M3,Senior QA Manager,"Director, QA",rbradley@justkaizen.com,rbradley@justkaizen.com
sgallegos@justkaizen.com,06/26/2023,Hire,,Engineering,,Data Engineering,,M3,,"Director, Data Engineering",,mtucker@justkaizen.com
sgallegos@justkaizen.com,01/30/2024,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M1,M2,Data Engineering Manager,Senior Data Engineering Manager,mtucker@justkaizen.com,mtucker@justkaizen.com
sgallegos@justkaizen.com,07/14/2024,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M2,M3,Senior Data Engineering Manager,"Director, Data Engineering",mtucker@justkaizen.com,mtucker@justkaizen.com
dwhite@justkaizen.com,01/28/2022,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,mthompson@justkaizen.com
dwhite@justkaizen.com,03/09/2023,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",mthompson@justkaizen.com,mthompson@justkaizen.com
dwhite@justkaizen.com,02/11/2024,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",mthompson@justkaizen.com,mthompson@justkaizen.com
mparker2@justkaizen.com,08/10/2019,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,mthompson@justkaizen.com
mparker2@justkaizen.com,07/16/2021,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",mthompson@justkaizen.com,mthompson@justkaizen.com
mparker2@justkaizen.com,04/03/2023,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",mthompson@justkaizen.com,mthompson@justkaizen.com
gsmith@justkaizen.com,12/06/2021,Hire,,Engineering,,QA,,M3,,"Director, QA",,jgriffith@justkaizen.com
gsmith@justkaizen.com,07/06/2022,Promotion,Engineering,Engineering,QA,QA,M2,M3,Senior QA Manager,"Director, QA",jgriffith@justkaizen.com,jgriffith@justkaizen.com
sknight@justkaizen.com,02/12/2025,Hire,,Engineering,,Infrastructure,,M4,,"Senior Director, Infrastructure",,ryoung@justkaizen.com
jthomas@justkaizen.com,03/11/2022,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,dwhite@justkaizen.com
jthomas@justkaizen.com,04/03/2023,Promotion,Engineering,Engineering,Platform,Platform,M1,M2,Platform Manager,Senior Platform Manager,dwhite@justkaizen.com,dwhite@justkaizen.com
jthomas@justkaizen.com,02/29/2024,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",dwhite@justkaizen.com,dwhite@justkaizen.com
mjohnson5@justkaizen.com,08/06/2022,Hire,,Engineering,,AI/ML,,M4,,"Senior Director, AI/ML",,ryoung@justkaizen.com
mjohnson5@justkaizen.com,06/16/2023,Promotion,Engineering,Engineering,AI/ML,AI/ML,M2,M3,Senior AI/ML Manager,"Director, AI/ML",ryoung@justkaizen.com,ryoung@justkaizen.com
mjohnson5@justkaizen.com,05/16/2024,Promotion,Engineering,Engineering,AI/ML,AI/ML,M3,M4,"Director, AI/ML","Senior Director, AI/ML",ryoung@justkaizen.com,ryoung@justkaizen.com
plewis@justkaizen.com,08/06/2021,Hire,,Engineering,,Data Engineering,,M4,,"Senior Director, Data Engineering",,pwolf@justkaizen.com
plewis@justkaizen.com,06/08/2023,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M3,M4,"Director, Data Engineering","Senior Director, Data Engineering",pwolf@justkaizen.com,pwolf@justkaizen.com
jpeterson2@justkaizen.com,10/07/2021,Hire,,Engineering,,Security,,M3,,"Director, Security",,mwilliams@justkaizen.com
jpeterson2@justkaizen.com,06/19/2023,Promotion,Engineering,Engineering,Security,Security,M2,M3,Senior Security Manager,"Director, Security",mwilliams@justkaizen.com,mwilliams@justkaizen.com
jgriffith@justkaizen.com,12/20/2022,Hire,,Engineering,,QA,,M4,,"Senior Director, QA",,ryoung@justkaizen.com
jgriffith@justkaizen.com,10/06/2023,Promotion,Engineering,Engineering,QA,QA,M2,M3,Senior QA Manager,"Director, QA",ryoung@justkaizen.com,ryoung@justkaizen.com
jgriffith@justkaizen.com,05/12/2024,Promotion,Engineering,Engineering,QA,QA,M3,M4,"Director, QA","Senior Director, QA",ryoung@justkaizen.com,ryoung@justkaizen.com
rbradley@justkaizen.com,09/22/2021,Hire,,Engineering,,QA,,M4,,"Senior Director, QA",,ryoung@justkaizen.com
rbradley@justkaizen.com,06/19/2023,Promotion,Engineering,Engineering,QA,QA,M3,M4,"Director, QA","Senior Director, QA",ryoung@justkaizen.com,ryoung@justkaizen.com
awilliams@justkaizen.com,01/05/2025,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,cwilliamson@justkaizen.com
cwilliamson@justkaizen.com,01/06/2022,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,ryoung@justkaizen.com
cwilliamson@justkaizen.com,07/28/2023,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
mnelson@justkaizen.com,02/21/2025,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,plewis@justkaizen.com
etucker@justkaizen.com,12/03/2022,Hire,,Engineering,,QA,,M3,,"Director, QA",,mbutler@justkaizen.com
jnelson2@justkaizen.com,05/23/2022,Hire,,Engineering,,DevOps & SRE,,M3,,"Director, DevOps & SRE",,mjohnson5@justkaizen.com
pwilson@justkaizen.com,08/16/2020,Hire,,Engineering,,Infrastructure,,M4,,"Senior Director, Infrastructure",,pwolf@justkaizen.com
jcampbell@justkaizen.com,03/15/2020,Hire,,Engineering,,Developer Experience,,M3,,"Director, Developer Experience",,sknight@justkaizen.com
jcampbell@justkaizen.com,05/26/2022,Promotion,Engineering,Engineering,Developer Experience,Developer Experience,M2,M3,Senior Developer Experience Manager,"Director, Developer Experience",sknight@justkaizen.com,sknight@justkaizen.com
mtucker@justkaizen.com,04/18/2022,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,ryoung@justkaizen.com
mtucker@justkaizen.com,03/22/2023,Promotion,Engineering,Engineering,Platform,Platform,M2,M3,Senior Platform Manager,"Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
mtucker@justkaizen.com,02/24/2024,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
mwilliams@justkaizen.com,08/26/2019,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,ryoung@justkaizen.com
mwilliams@justkaizen.com,05/14/2022,Promotion,Engineering,Engineering,Platform,Platform,M3,M4,"Director, Platform","Senior Director, Platform",ryoung@justkaizen.com,ryoung@justkaizen.com
jgreene@justkaizen.com,12/28/2021,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,plewis@justkaizen.com
jgreene@justkaizen.com,08/24/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M2,M3,Senior Infrastructure Manager,"Director, Infrastructure",plewis@justkaizen.com,plewis@justkaizen.com
aturner@justkaizen.com,07/14/2024,Hire,,Engineering,,AI/ML,,M4,,"Senior Director, AI/ML",,mthompson@justkaizen.com
ctaylor@justkaizen.com,11/30/2022,Hire,,Engineering,,Developer Experience,,M3,,"Director, Developer Experience",,tdavis@justkaizen.com
ctaylor@justkaizen.com,01/04/2024,Promotion,Engineering,Engineering,Developer Experience,Developer Experience,M2,M3,Senior Developer Experience Manager,"Director, Developer Experience",tdavis@justkaizen.com,tdavis@justkaizen.com
dmurphy2@justkaizen.com,12/12/2021,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,cwilliamson@justkaizen.com
aburgess@justkaizen.com,04/03/2022,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,mjohnson5@justkaizen.com
aburgess@justkaizen.com,10/02/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M2,M3,Senior Infrastructure Manager,"Director, Infrastructure",mjohnson5@justkaizen.com,mjohnson5@justkaizen.com
cjames@justkaizen.com,12/17/2022,Hire,,Engineering,,AI/ML,,M3,,"Director, AI/ML",,rbradley@justkaizen.com
cjames@justkaizen.com,10/07/2023,Promotion,Engineering,Engineering,AI/ML,AI/ML,M1,M2,AI/ML Manager,Senior AI/ML Manager,rbradley@justkaizen.com,rbradley@justkaizen.com
cjames@justkaizen.com,06/22/2024,Promotion,Engineering,Engineering,AI/ML,AI/ML,M2,M3,Senior AI/ML Manager,"Director, AI/ML",rbradley@justkaizen.com,rbradley@justkaizen.com
mmason@justkaizen.com,10/31/2020,Hire,,Engineering,,Data Engineering,,M3,,"Director, Data Engineering",,mbutler@justkaizen.com
mmason@justkaizen.com,04/16/2022,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M1,M2,Data Engineering Manager,Senior Data Engineering Manager,mbutler@justkaizen.com,mbutler@justkaizen.com
mmason@justkaizen.com,08/30/2023,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M2,M3,Senior Data Engineering Manager,"Director, Data Engineering",mbutler@justkaizen.com,mbutler@justkaizen.com
rdrake@justkaizen.com,11/05/2020,Hire,,Engineering,,AI/ML,,M4,,"Senior Director, AI/ML",,ryoung@justkaizen.com
bhensley@justkaizen.com,12/22/2024,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,mparker2@justkaizen.com
asmith@justkaizen.com,06/14/2024,Hire,,Engineering,,AI/ML,,M3,,"Director, AI/ML",,bbruce@justkaizen.com
satkins@justkaizen.com,01/17/2025,Hire,,Engineering,,Platform,,M4,,"Senior Director, Platform",,mthompson@justkaizen.com
kberry@justkaizen.com,08/09/2022,Hire,,Engineering,,Infrastructure,,M3,,"Director, Infrastructure",,jgriffith@justkaizen.com
kberry@justkaizen.com,05/23/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M1,M2,Infrastructure Manager,Senior Infrastructure Manager,jgriffith@justkaizen.com,jgriffith@justkaizen.com
kberry@justkaizen.com,01/05/2024,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M2,M3,Senior Infrastructure Manager,"Director, Infrastructure",jgriffith@justkaizen.com,jgriffith@justkaizen.com
mbutler@justkaizen.com,01/10/2023,Hire,,Engineering,,Developer Experience,,M4,,"Senior Director, Developer Experience",,pwolf@justkaizen.com
mbutler@justkaizen.com,01/15/2024,Promotion,Engineering,Engineering,Developer Experience,Developer Experience,M3,M4,"Director, Developer Experience","Senior Director, Developer Experience",pwolf@justkaizen.com,pwolf@justkaizen.com
bsmith@justkaizen.com,12/25/2021,Hire,,Engineering,,Infrastructure,,M4,,"Senior Director, Infrastructure",,mthompson@justkaizen.com
bsmith@justkaizen.com,05/27/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,M3,M4,"Director, Infrastructure","Senior Director, Infrastructure",mthompson@justkaizen.com,mthompson@justkaizen.com
fsolis@justkaizen.com,04/25/2020,Hire,,Engineering,,QA,,M3,,"Director, QA",,mbutler@justkaizen.com
fsolis@justkaizen.com,09/06/2021,Promotion,Engineering,Engineering,QA,QA,M2,M3,Senior QA Manager,"Director, QA",mbutler@justkaizen.com,mbutler@justkaizen.com
lcollier@justkaizen.com,01/22/2025,Hire,,Engineering,,AI/ML,,M3,,"Director, AI/ML",,rdrake@justkaizen.com
tdavis@justkaizen.com,06/24/2022,Hire,,Engineering,,AI/ML,,M4,,"Senior Director, AI/ML",,pwolf@justkaizen.com
tdavis@justkaizen.com,11/17/2023,Promotion,Engineering,Engineering,AI/ML,AI/ML,M3,M4,"Director, AI/ML","Senior Director, AI/ML",pwolf@justkaizen.com,pwolf@justkaizen.com
ssanchez3@justkaizen.com,07/16/2019,Hire,,Engineering,,AI/ML,,M3,,"Director, AI/ML",,bbruce@justkaizen.com
ssanchez3@justkaizen.com,05/19/2022,Promotion,Engineering,Engineering,AI/ML,AI/ML,M2,M3,Senior AI/ML Manager,"Director, AI/ML",bbruce@justkaizen.com,bbruce@justkaizen.com
kwarren@justkaizen.com,11/20/2022,Hire,,Engineering,,Developer Experience,,M4,,"Senior Director, Developer Experience",,ryoung@justkaizen.com
jcollins@justkaizen.com,07/19/2021,Hire,,Engineering,,Platform,,M3,,"Director, Platform",,mtucker@justkaizen.com
gcook2@justkaizen.com,01/09/2022,Hire,,Engineering,,Infrastructure,,E3,,Chief Engineering Officer (E3),,tgordon@justkaizen.com
gcook2@justkaizen.com,08/17/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,E2,E3,"SVP, Engineering",Chief Engineering Officer (E3),tgordon@justkaizen.com,tgordon@justkaizen.com
cdixon@justkaizen.com,12/07/2024,Hire,,Engineering,,AI/ML,,E2,,"SVP, Engineering",,mfuentes@justkaizen.com
bhicks@justkaizen.com,02/06/2021,Hire,,Engineering,,Platform,,E2,,"SVP, Engineering",,mfuentes@justkaizen.com
bhicks@justkaizen.com,01/14/2022,Promotion,Engineering,Engineering,Platform,Platform,M4,E1,"Senior Director, Platform","VP, Platform",mfuentes@justkaizen.com,mfuentes@justkaizen.com
bhicks@justkaizen.com,01/09/2023,Promotion,Engineering,Engineering,Platform,Platform,E1,E2,"VP, Platform","SVP, Engineering",mfuentes@justkaizen.com,mfuentes@justkaizen.com
tbailey@justkaizen.com,11/20/2018,Hire,,Engineering,,AI/ML,,E1,,"VP, AI/ML",,cdixon@justkaizen.com
tbailey@justkaizen.com,07/15/2021,Promotion,Engineering,Engineering,AI/ML,AI/ML,M4,E1,"Senior Director, AI/ML","VP, AI/ML",cdixon@justkaizen.com,cdixon@justkaizen.com
mfuentes@justkaizen.com,10/31/2020,Hire,,Engineering,,Infrastructure,,E3,,Chief Engineering Officer (E3),,tgordon@justkaizen.com
mfuentes@justkaizen.com,03/17/2022,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,E1,E2,"VP, Infrastructure","SVP, Engineering",tgordon@justkaizen.com,tgordon@justkaizen.com
mfuentes@justkaizen.com,09/23/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,E2,E3,"SVP, Engineering",Chief Engineering Officer (E3),tgordon@justkaizen.com,tgordon@justkaizen.com
ryoung@justkaizen.com,02/13/2025,Hire,,Engineering,,Infrastructure,,E1,,"VP, Infrastructure",,cdixon@justkaizen.com
bgonzalez@justkaizen.com,01/14/2025,Hire,,Engineering,,Infrastructure,,E1,,"VP, Infrastructure",,jglass@justkaizen.com
lwolf@justkaizen.com,10/25/2022,Hire,,Engineering,,Security,,E2,,"SVP, Engineering",,mfuentes@justkaizen.com
lwolf@justkaizen.com,11/28/2023,Promotion,Engineering,Engineering,Security,Security,E1,E2,"VP, Security","SVP, Engineering",mfuentes@justkaizen.com,mfuentes@justkaizen.com
mthompson@justkaizen.com,09/07/2018,Hire,,Engineering,,Data Engineering,,E1,,"VP, Data Engineering",,psnyder@justkaizen.com
mthompson@justkaizen.com,11/01/2020,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M3,M4,"Director, Data Engineering","Senior Director, Data Engineering",psnyder@justkaizen.com,psnyder@justkaizen.com
mthompson@justkaizen.com,12/17/2022,Promotion,Engineering,Engineering,Data Engineering,Data Engineering,M4,E1,"Senior Director, Data Engineering","VP, Data Engineering",psnyder@justkaizen.com,psnyder@justkaizen.com
psnyder@justkaizen.com,12/22/2021,Hire,,Engineering,,Infrastructure,,E2,,"SVP, Engineering",,gcook2@justkaizen.com
psnyder@justkaizen.com,07/11/2023,Promotion,Engineering,Engineering,Infrastructure,Infrastructure,E1,E2,"VP, Infrastructure","SVP, Engineering",gcook2@justkaizen.com,gcook2@justkaizen.com
pwolf@justkaizen.com,07/30/2022,Hire,,Engineering,,Developer Experience,,E1,,"VP, Developer Experience",,jglass@justkaizen.com
pwolf@justkaizen.com,11/27/2023,Promotion,Engineering,Engineering,Developer Experience,Developer Experience,M4,E1,"Senior Director, Developer Experience","VP, Developer Experience",jglass@justkaizen.com,jglass@justkaizen.com
jglass@justkaizen.com,02/15/2022,Hire,,Engineering,,Security,,E2,,"SVP, Engineering",,mfuentes@justkaizen.com
jglass@justkaizen.com,03/12/2023,Promotion,Engineering,Engineering,Security,Security,M4,E1,"Senior Director, Security","VP, Security",mfuentes@justkaizen.com,mfuentes@justkaizen.com
jglass@justkaizen.com,02/13/2024,Promotion,Engineering,Engineering,Security,Security,E1,E2,"VP, Security","SVP, Engineering",mfuentes@justkaizen.com,mfuentes@justkaizen.com
kreid@justkaizen.com,08/19/2021,Hire,,Sales,,Account Management,,P1,,Associate Account Manager,,sspencer@justkaizen.com
