Question_ID,Reviewee_Email,Cycle_Name,Reviewer_Name,Reviewer_email,Reviewee_Name,Question,Score,Score_Description,Calibrated_Score,Calibrated_Score_Description,Response_Text,Response_Type
Q6899ffc128c2,mcoleman@justkaizen.com,2023 Mid-Year Review Cycle,Erika Vang,evang@justkaizen.com,Mark Coleman,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q66f6c5542a28,wphillips@justkaizen.com,2023 Mid-Year Review Cycle,Ebony Tucker,etucker@justkaizen.com,Willie Phillips,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qaa211ac75a99,dknight@justkaizen.com,2023 Mid-Year Review Cycle,Nathaniel Whitney,nwhitney@justkaizen.com,Donald Knight,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q630e41a3278b,mgarner@justkaizen.com,2023 Mid-Year Review Cycle,Rachel Camacho,rcamacho@justkaizen.com,Melissa Garner,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q58c07da6d314,aobrien@justkaizen.com,2023 Mid-Year Review Cycle,Charles Anderson,canderson3@justkaizen.com,Anthony Obrien,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q0d0a3e8d399b,jstrong@justkaizen.com,2023 Mid-Year Review Cycle,Jesse Chambers,jchambers@justkaizen.com,Jonathan Strong,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qd71a8be836e4,dlindsey@justkaizen.com,2023 Mid-Year Review Cycle,Ebony Tucker,etucker@justkaizen.com,Dustin Lindsey,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qf37ae44a0ab3,moliver@justkaizen.com,2023 Mid-Year Review Cycle,Nathaniel Whitney,nwhitney@justkaizen.com,Mallory Oliver,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4950f0494ba6,mmassey@justkaizen.com,2023 Mid-Year Review Cycle,Nathaniel Whitney,nwhitney@justkaizen.com,Mary Massey,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qbd50b4174852,lberger@justkaizen.com,2023 Mid-Year Review Cycle,Edward Brooks,ebrooks@justkaizen.com,Lori Berger,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qff750b3e34ad,jriley@justkaizen.com,2023 Mid-Year Review Cycle,Robin Hawkins,rhawkins@justkaizen.com,Jeremiah Riley,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qccd7ed196690,eburgess@justkaizen.com,2023 Mid-Year Review Cycle,Nathan Schmitt,nschmitt@justkaizen.com,Edward Burgess,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6ffdfc1723a5,jmata@justkaizen.com,2023 Mid-Year Review Cycle,James Collins,jcollins@justkaizen.com,Joshua Mata,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q41b7dfdfcf6e,rscott@justkaizen.com,2023 Mid-Year Review Cycle,Albert Ballard,aballard@justkaizen.com,Ronald Scott,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8e82e94bc798,gwilson@justkaizen.com,2023 Mid-Year Review Cycle,Rachel Camacho,rcamacho@justkaizen.com,George Wilson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qd2934274e274,staylor@justkaizen.com,2023 Mid-Year Review Cycle,Alexander Henson,ahenson@justkaizen.com,Sydney Taylor,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q0adc0375db41,wballard@justkaizen.com,2023 Mid-Year Review Cycle,Albert Ballard,aballard@justkaizen.com,Walter Ballard,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q9dc34f1783b9,aherrera@justkaizen.com,2023 Mid-Year Review Cycle,Angela Williams,awilliams@justkaizen.com,Alexis Herrera,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q35ee06b3481c,jchambers@justkaizen.com,2023 Mid-Year Review Cycle,James Collins,jcollins@justkaizen.com,Jesse Chambers,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q44c07090c014,rbentley@justkaizen.com,2023 Mid-Year Review Cycle,Robin Hawkins,rhawkins@justkaizen.com,Rodney Bentley,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q456929a3a19b,ahenson@justkaizen.com,2023 Mid-Year Review Cycle,James Greene,jgreene@justkaizen.com,Alexander Henson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qdf2a0eb53107,jherman@justkaizen.com,2023 Mid-Year Review Cycle,Sabrina Austin,saustin@justkaizen.com,Justin Herman,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Qb34aaa14862d,dbrown@justkaizen.com,2023 Mid-Year Review Cycle,Ebony Tucker,etucker@justkaizen.com,Daniel Brown,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2a7072dd92f1,rblankenship@justkaizen.com,2023 Mid-Year Review Cycle,Danielle Bruce,dbruce@justkaizen.com,Rodney Blankenship,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4298d28b4f69,eortiz2@justkaizen.com,2023 Mid-Year Review Cycle,Sabrina Austin,saustin@justkaizen.com,Eric Ortiz,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qb51842b9700a,cshah@justkaizen.com,2023 Mid-Year Review Cycle,Edward Brooks,ebrooks@justkaizen.com,Charles Shah,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q27089ad0e1f1,tbarnes@justkaizen.com,2023 Mid-Year Review Cycle,Shelby Harvey,sharvey@justkaizen.com,Tracy Barnes,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q25f6b862baf7,jgarcia@justkaizen.com,2023 Mid-Year Review Cycle,Jason Peterson,jpeterson2@justkaizen.com,Jennifer Garcia,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbe2a58f3f82b,krussell@justkaizen.com,2023 Mid-Year Review Cycle,David Scott,dscott@justkaizen.com,Katherine Russell,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q199cf6c609b5,tjohnson@justkaizen.com,2023 Mid-Year Review Cycle,David Thompson,dthompson@justkaizen.com,Trevor Johnson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q3ee05c83a2e7,jramos@justkaizen.com,2023 Mid-Year Review Cycle,Robin Hawkins,rhawkins@justkaizen.com,Jacob Ramos,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q15023b6433d7,bjennings@justkaizen.com,2023 Mid-Year Review Cycle,David Thompson,dthompson@justkaizen.com,Brett Jennings,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q5fb17923fb02,alevine@justkaizen.com,2023 Mid-Year Review Cycle,Alexander Henson,ahenson@justkaizen.com,Amy Levine,Performance Category,1,1 - Outstanding, --, --, --,manager
Q76fdf5edb606,isanders@justkaizen.com,2023 Mid-Year Review Cycle,Jesse Chambers,jchambers@justkaizen.com,Ian Sanders,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q9b5923dc730a,sgibson@justkaizen.com,2023 Mid-Year Review Cycle,Justin Herman,jherman@justkaizen.com,Sarah Gibson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qfdefd806f5de,mmay@justkaizen.com,2023 Mid-Year Review Cycle,Karen Young,kyoung@justkaizen.com,Matthew May,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qf510f7a32d71,lsmith@justkaizen.com,2023 Mid-Year Review Cycle,Jesse Chambers,jchambers@justkaizen.com,Linda Smith,Performance Category,1,1 - Outstanding, --, --, --,manager
Q25f09cf551d0,rsanchez@justkaizen.com,2023 Mid-Year Review Cycle,Matthew Mack,mmack@justkaizen.com,Rachel Sanchez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbd2b9cb12067,ccunningham@justkaizen.com,2023 Mid-Year Review Cycle,Gerald Chavez,gchavez@justkaizen.com,Cameron Cunningham,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q86276bb8bd90,bhubbard@justkaizen.com,2023 Mid-Year Review Cycle,Gary Martinez,gmartinez@justkaizen.com,Barry Hubbard,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6c97b3dd0379,crobinson2@justkaizen.com,2023 Mid-Year Review Cycle,Charles Lester,clester@justkaizen.com,Christine Robinson,Performance Category,1,1 - Outstanding, --, --, --,manager
Q5f50650dc11c,smurphy@justkaizen.com,2023 Mid-Year Review Cycle,Justin Herman,jherman@justkaizen.com,Sergio Murphy,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8f14601f075c,agarrison@justkaizen.com,2023 Mid-Year Review Cycle,David Thompson,dthompson@justkaizen.com,Aaron Garrison,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q6dadbb7ec732,canderson3@justkaizen.com,2023 Mid-Year Review Cycle,James Thomas,jthomas@justkaizen.com,Charles Anderson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q500832506e8f,dthompson@justkaizen.com,2023 Mid-Year Review Cycle,James Thomas,jthomas@justkaizen.com,David Thompson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8225b4521c52,mjohnson3@justkaizen.com,2023 Mid-Year Review Cycle,Shelby Harvey,sharvey@justkaizen.com,Matthew Johnson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q91c3b6559503,atyler@justkaizen.com,2023 Mid-Year Review Cycle,William Barrett,wbarrett@justkaizen.com,Adrian Tyler,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6d576b43f16f,cmorris@justkaizen.com,2023 Mid-Year Review Cycle,Edward Brooks,ebrooks@justkaizen.com,Cynthia Morris,Performance Category,5,5 - Does Not Meet Expectations,5,5 - Does Not Meet Expectations, --,manager
Q3dd16388d570,cwilliams2@justkaizen.com,2023 Mid-Year Review Cycle,Shelby Harvey,sharvey@justkaizen.com,Christopher Williams,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q1e8877884396,pfox@justkaizen.com,2023 Mid-Year Review Cycle,Christine Taylor,ctaylor@justkaizen.com,Patrick Fox,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q53ed9120ada7,twilliams@justkaizen.com,2023 Mid-Year Review Cycle,Christopher James,cjames@justkaizen.com,Tony Williams,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q9de8803d5e1f,rcamacho@justkaizen.com,2023 Mid-Year Review Cycle,Ryan Villegas,rvillegas@justkaizen.com,Rachel Camacho,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q11dd0f4bcb78,vbrown@justkaizen.com,2023 Mid-Year Review Cycle,Ronald Davis,rdavis2@justkaizen.com,Victor Brown,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q363af48ae057,mhenry2@justkaizen.com,2023 Mid-Year Review Cycle,William Barrett,wbarrett@justkaizen.com,Melissa Henry,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q19ff577961fa,mkelley@justkaizen.com,2023 Mid-Year Review Cycle,Edward Brooks,ebrooks@justkaizen.com,Mark Kelley,Performance Category,1,1 - Outstanding, --, --, --,manager
Q937a3e30d924,evang@justkaizen.com,2023 Mid-Year Review Cycle,James Thomas,jthomas@justkaizen.com,Erika Vang,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q9f898401edab,mfarrell@justkaizen.com,2023 Mid-Year Review Cycle,Albert Ballard,aballard@justkaizen.com,Michael Farrell,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q45588227ada5,mlewis@justkaizen.com,2023 Mid-Year Review Cycle,Karen Young,kyoung@justkaizen.com,Michelle Lewis,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbbabacd08dd0,jortega@justkaizen.com,2023 Mid-Year Review Cycle,Justin Herman,jherman@justkaizen.com,Jeffery Ortega,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q23508246f575,jhernandez@justkaizen.com,2023 Mid-Year Review Cycle,Patrick Fox,pfox@justkaizen.com,James Hernandez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q260e058d3084,tjones2@justkaizen.com,2023 Mid-Year Review Cycle,Christopher James,cjames@justkaizen.com,Thomas Jones,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qaf8551fce2e9,rdavis2@justkaizen.com,2023 Mid-Year Review Cycle,Angela Williams,awilliams@justkaizen.com,Ronald Davis,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2d3f8bb18168,lhoffman@justkaizen.com,2023 Mid-Year Review Cycle,Matthew Mack,mmack@justkaizen.com,Laurie Hoffman,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q345466254edf,hortega@justkaizen.com,2023 Mid-Year Review Cycle,Edward Brooks,ebrooks@justkaizen.com,Heather Ortega,Performance Category,1,1 - Outstanding, --, --, --,manager
Q7b7decfd2247,pparrish@justkaizen.com,2023 Mid-Year Review Cycle,Tony Williams,twilliams@justkaizen.com,Paul Parrish,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q42936c1469a9,nschmitt@justkaizen.com,2023 Mid-Year Review Cycle,Michele Mason,mmason@justkaizen.com,Nathan Schmitt,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qf53c892c3678,kbell@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Kyle Bell,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4225c2693c6a,mwalker2@justkaizen.com,2023 Mid-Year Review Cycle,Derek White,dwhite@justkaizen.com,Matthew Walker,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q92f906b640bc,dwhite@justkaizen.com,2023 Mid-Year Review Cycle,Matthew Thompson,mthompson@justkaizen.com,Derek White,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qfb070d3da2f4,mparker2@justkaizen.com,2023 Mid-Year Review Cycle,Matthew Thompson,mthompson@justkaizen.com,Michele Parker,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4e3388cfd969,gsmith@justkaizen.com,2023 Mid-Year Review Cycle,Jacob Griffith,jgriffith@justkaizen.com,Gerald Smith,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q1464f8245e9f,jthomas@justkaizen.com,2023 Mid-Year Review Cycle,Derek White,dwhite@justkaizen.com,James Thomas,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q442d759af328,plewis@justkaizen.com,2023 Mid-Year Review Cycle,Paul Wolf,pwolf@justkaizen.com,Paul Lewis,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qdb78309ea82d,jpeterson2@justkaizen.com,2023 Mid-Year Review Cycle,Michael Williams,mwilliams@justkaizen.com,Jason Peterson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q60cbe0202974,rbradley@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Ricardo Bradley,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6d3786e701ab,cwilliamson@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Christopher Williamson,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q79490cb716be,jnelson2@justkaizen.com,2023 Mid-Year Review Cycle,Madeline Johnson,mjohnson5@justkaizen.com,Jeremy Nelson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qec193667975b,jcampbell@justkaizen.com,2023 Mid-Year Review Cycle,Sergio Knight,sknight@justkaizen.com,Jeffrey Campbell,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qb0405c6f6c57,mtucker@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Michael Tucker,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6278393273ef,mwilliams@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Michael Williams,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q5355406097e9,jgreene@justkaizen.com,2023 Mid-Year Review Cycle,Paul Lewis,plewis@justkaizen.com,James Greene,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q78ee00a3d510,dmurphy2@justkaizen.com,2023 Mid-Year Review Cycle,Christopher Williamson,cwilliamson@justkaizen.com,Dawn Murphy,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q3e472634c107,aburgess@justkaizen.com,2023 Mid-Year Review Cycle,Madeline Johnson,mjohnson5@justkaizen.com,Adam Burgess,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q482e7bd1a9f5,mmason@justkaizen.com,2023 Mid-Year Review Cycle,Michelle Butler,mbutler@justkaizen.com,Michele Mason,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q4aefb1aef7c0,rdrake@justkaizen.com,2023 Mid-Year Review Cycle,Robert Young,ryoung@justkaizen.com,Roy Drake,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qe42dc5bb2535,bsmith@justkaizen.com,2023 Mid-Year Review Cycle,Matthew Thompson,mthompson@justkaizen.com,Brian Smith,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q01ec655cf3d7,fsolis@justkaizen.com,2023 Mid-Year Review Cycle,Michelle Butler,mbutler@justkaizen.com,Frederick Solis,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q0515ad917332,tdavis@justkaizen.com,2023 Mid-Year Review Cycle,Paul Wolf,pwolf@justkaizen.com,Thomas Davis,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qebe59a2ccee6,ssanchez3@justkaizen.com,2023 Mid-Year Review Cycle,Brian Bruce,bbruce@justkaizen.com,Sarah Sanchez,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q8fa1ce8a3161,jcollins@justkaizen.com,2023 Mid-Year Review Cycle,Michael Tucker,mtucker@justkaizen.com,James Collins,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qac11f4aa828e,gcook2@justkaizen.com,2023 Mid-Year Review Cycle,Tina Gordon,tgordon@justkaizen.com,Gerald Cook,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q89d87bea1504,bhicks@justkaizen.com,2023 Mid-Year Review Cycle,Monica Fuentes,mfuentes@justkaizen.com,Brian Hicks,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qd6923ae136a9,tbailey@justkaizen.com,2023 Mid-Year Review Cycle,Christopher Dixon,cdixon@justkaizen.com,Taylor Bailey,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qfb8cfd74202e,mfuentes@justkaizen.com,2023 Mid-Year Review Cycle,Tina Gordon,tgordon@justkaizen.com,Monica Fuentes,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q17e23a3cb119,mthompson@justkaizen.com,2023 Mid-Year Review Cycle,Patricia Snyder,psnyder@justkaizen.com,Matthew Thompson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qf78bce939fcc,psnyder@justkaizen.com,2023 Mid-Year Review Cycle,Gerald Cook,gcook2@justkaizen.com,Patricia Snyder,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q1636027f59b8,jglass@justkaizen.com,2023 Mid-Year Review Cycle,Monica Fuentes,mfuentes@justkaizen.com,Joann Glass,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2d62d8074047,kreid@justkaizen.com,2023 Mid-Year Review Cycle,Shelly Spencer,sspencer@justkaizen.com,Kristy Reid,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q88fc85df8dd7,chernandez@justkaizen.com,2023 Mid-Year Review Cycle,David Butler,dbutler@justkaizen.com,Courtney Hernandez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qdc94123510a4,ehill@justkaizen.com,2023 Mid-Year Review Cycle,Monica Gallagher,mgallagher@justkaizen.com,Elizabeth Hill,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q1e198aa2aaf3,aromero@justkaizen.com,2023 Mid-Year Review Cycle,Gina Harper,gharper@justkaizen.com,Anthony Romero,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbd612c0d24f0,adecker@justkaizen.com,2023 Mid-Year Review Cycle,Kayla Jimenez,kjimenez@justkaizen.com,Amy Decker,Performance Category,1,1 - Outstanding, --, --, --,manager
Qa01408a1c985,kford@justkaizen.com,2023 Mid-Year Review Cycle,Danielle Kim,dkim@justkaizen.com,Katie Ford,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q60b8a1962e7d,scole@justkaizen.com,2023 Mid-Year Review Cycle,Christopher Murphy,cmurphy@justkaizen.com,Stephanie Cole,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q9414f7d6cf32,rpearson@justkaizen.com,2023 Mid-Year Review Cycle,George Clayton,gclayton@justkaizen.com,Rhonda Pearson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q786ec3847992,bbrown@justkaizen.com,2023 Mid-Year Review Cycle,Ashley Roberts,aroberts@justkaizen.com,Brittany Brown,Performance Category,1,1 - Outstanding, --, --, --,manager
Qc4021397bf08,jthompson@justkaizen.com,2023 Mid-Year Review Cycle,Monica Gallagher,mgallagher@justkaizen.com,Jonathan Thompson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q29bab1772ad4,jmills@justkaizen.com,2023 Mid-Year Review Cycle,Joseph Owen,jowen@justkaizen.com,Jessica Mills,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q74673bf729b3,dortiz@justkaizen.com,2023 Mid-Year Review Cycle,Sarah Hernandez,shernandez2@justkaizen.com,Diane Ortiz,Performance Category,1,1 - Outstanding, --, --, --,manager
Qa316223bbfcb,gharper@justkaizen.com,2023 Mid-Year Review Cycle,Christopher Murphy,cmurphy@justkaizen.com,Gina Harper,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qb3d2745118e1,mmitchell@justkaizen.com,2023 Mid-Year Review Cycle,Janet Gilbert,jgilbert@justkaizen.com,Michael Mitchell,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q7a4adf94dc4e,whale@justkaizen.com,2023 Mid-Year Review Cycle,William Anderson,wanderson@justkaizen.com,Walter Hale,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q14404c3a4939,jlarson@justkaizen.com,2023 Mid-Year Review Cycle,Janet Gilbert,jgilbert@justkaizen.com,James Larson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc8837e15633b,tcollins@justkaizen.com,2023 Mid-Year Review Cycle,Kristen Conner,kconner@justkaizen.com,Todd Collins,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q788cd6866cbc,jconner@justkaizen.com,2023 Mid-Year Review Cycle,Maria Henderson,mhenderson@justkaizen.com,James Conner,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2e4b70757f62,srodgers@justkaizen.com,2023 Mid-Year Review Cycle,Laura Lee,llee@justkaizen.com,Sandra Rodgers,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q202999ed980c,icox@justkaizen.com,2023 Mid-Year Review Cycle,Ashley Singleton,asingleton@justkaizen.com,Ivan Cox,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qa0f00cc39f3a,clewis@justkaizen.com,2023 Mid-Year Review Cycle,Timothy Combs,tcombs@justkaizen.com,Christopher Lewis,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Qe71773c20e13,ttucker@justkaizen.com,2023 Mid-Year Review Cycle,William Anderson,wanderson@justkaizen.com,Travis Tucker,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8040386be55b,bwise@justkaizen.com,2023 Mid-Year Review Cycle,Samuel Mitchell,smitchell@justkaizen.com,Brian Wise,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4c5c3d07f6ad,rstephenson@justkaizen.com,2023 Mid-Year Review Cycle,Theresa Joyce,tjoyce@justkaizen.com,Russell Stephenson,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q4527a696d57f,randerson2@justkaizen.com,2023 Mid-Year Review Cycle,Christina Hicks,chicks@justkaizen.com,Ralph Anderson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q5a655987c1ae,swise@justkaizen.com,2023 Mid-Year Review Cycle,Kathryn Williams,kwilliams2@justkaizen.com,Sandra Wise,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qe98e2b9c25dd,jjenkins@justkaizen.com,2023 Mid-Year Review Cycle,Jeffrey Washington,jwashington@justkaizen.com,Jessica Jenkins,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q56d4a42b0f0d,pcole@justkaizen.com,2023 Mid-Year Review Cycle,Christina Hicks,chicks@justkaizen.com,Paul Cole,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q265d1d479295,jcollins2@justkaizen.com,2023 Mid-Year Review Cycle,Kathryn Williams,kwilliams2@justkaizen.com,Joseph Collins,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qec5363650304,rrichardson@justkaizen.com,2023 Mid-Year Review Cycle,Anthony Romero,aromero@justkaizen.com,Russell Richardson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc033a235ba1d,scampbell@justkaizen.com,2023 Mid-Year Review Cycle,Jonathan Glass,jglass2@justkaizen.com,Steven Campbell,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qb086117f643e,rtaylor@justkaizen.com,2023 Mid-Year Review Cycle,Anita Fleming,afleming@justkaizen.com,Rebecca Taylor,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qab71b22d8700,sspencer@justkaizen.com,2023 Mid-Year Review Cycle,Cynthia Zavala,czavala@justkaizen.com,Shelly Spencer,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qb760fe47c384,asingleton@justkaizen.com,2023 Mid-Year Review Cycle,Monica Gallagher,mgallagher@justkaizen.com,Ashley Singleton,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q6e0b68b39d56,hjohnson@justkaizen.com,2023 Mid-Year Review Cycle,Melissa Johnson,mjohnson6@justkaizen.com,Hannah Johnson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q0056c9f2cd70,tcombs@justkaizen.com,2023 Mid-Year Review Cycle,Walter Hale,whale@justkaizen.com,Timothy Combs,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q83a76414015a,dmoody@justkaizen.com,2023 Mid-Year Review Cycle,Christopher Murphy,cmurphy@justkaizen.com,Debra Moody,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qe53ada6ffe58,cmitchell@justkaizen.com,2023 Mid-Year Review Cycle,Samuel Mitchell,smitchell@justkaizen.com,Chad Mitchell,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q644f21257c55,ascott@justkaizen.com,2023 Mid-Year Review Cycle,Heather Williams,hwilliams2@justkaizen.com,Angela Scott,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q32e61397239b,aroberts@justkaizen.com,2023 Mid-Year Review Cycle,Jeffrey Potts,jpotts@justkaizen.com,Ashley Roberts,Performance Category,1,1 - Outstanding, --, --, --,manager
Q5292a88ea398,jbauer@justkaizen.com,2023 Mid-Year Review Cycle,Ashley Singleton,asingleton@justkaizen.com,Jason Bauer,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qd11c19d73c37,dthomas@justkaizen.com,2023 Mid-Year Review Cycle,Luis Owens,lowens@justkaizen.com,Dana Thomas,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa9510cbf4957,jmendez@justkaizen.com,2023 Mid-Year Review Cycle,Russell Stephenson,rstephenson@justkaizen.com,Jessica Mendez,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q8ff611cd44d2,dbutler@justkaizen.com,2023 Mid-Year Review Cycle,Holly Reyes,hreyes@justkaizen.com,David Butler,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
